,content
9257,@hotnizz WAH! Sayang...
15982,"Thank goodness for starbucks iced coffee...I was feeling so sluggish today, I think its this awful LA weather"
27172,"watching FRIENDS reduces stress inside me. Thanks to Bright, Kauffman, and Crane who are created these series  love love love"
20419,@mileycyrus i dnt think i can ever get tired of&quot;The Climb&quot;its just 1 of those sngs u'll always remember  ...
14131,@julezykins must be kidding. No boys (definately)(I hope anyway o_O) and no girls (probably) honest I must be proper ugly no-one likes me
18378,AHHHHH I needa hurry up and shower before this &quot;HUGE&quot; storm hits
19341,"feelin depressed ,, i miss you soo damn fcking much besties  ..i wish i wouldnt have left yt"
21716,@BreakfastNews ETS (Endoscopic thoracic sympathectomy) is an invaluable surgical procedure
38883,#SanctuarySunday don't forget to post on the forums and FB about our mission success!!
29059,i forgot how much i really needed music until i barely had any for about a week. but i have music now. yay!
7991,apparently you are not getting on anymore... sad
38900,"back here, I was busy xD Wirting Stars Loves, almos 400 pages xD and listenint AFH and TV"
11220,My phone is so stubborn!! You'd think it had my genes or something!!
32133,@siriuslyheather I love chocolate. Must be PMS
8031,My eyes hurt.
32320,and it's my birthday tomorrow. Everything worked fine w/that in the end Convinced her not 2 invite ppl she didn't know
19900,@juniper73 oh that sucks  Tell your DH to act like a grown up maybe? I'd be stressed too
37090,is TATTEDDDDD!!!!!!!!!!!!!
88,I can't sleep...I keep thinking about the puppy I played with today
19848,at hannah montana set.... im missing tennessee ALOT today
17270,I am unhappy
5922,@MisterDiggler we told you guys!   we are just going for a while to get our passes then we are going to see UP downtown disney! Yay!
3297,"Felt like crap, behaved like my son; ate to compensate. Pigged out on home-roasted sugar almonds. Painful tum, threw up, still feel sick."
7630,"@tronella Cool! I have one (from a decluttering friend), but I don't know how to play"
25286,Off today! No wonder I love Mondays!  Movie theatre....here I come.
33226,@Buchautor thanks for the follow friday
10493,"just paid $221/mo for a dedicated server @GoDaddy. Would rather get a slice @slicehost, but I using MS SQL"
11737,Yay!! My computer came today. Too bad it's being held hostage at my parents' house until I can pick it up
26761,"@BleedBlacknGold meee.. I have a Penguin wallpaper on the backround on my phone, computer, ps3, ipod touch and on my twitter"
544,one week till exam block
34098,"&quot;I'll see you again yeah?&quot; &quot;Its up to you&quot; &quot;I guarantee you will, i dont want to wait to long not seeing you&quot; fuckin fruit basket! Hahaha"
37547,This is a status update to twitter from ICE  Timestamp: Sun May 10 10:57:44 CEST 2009
35321,"@anakin1814 I did do that one Twitter while driving, although the iPhone keypad sucks for driving and typing"
34409,@dharshana anytime
38990,All the money in the world could never make me as happy as being a stay-at-home mom with my son
28023,@smaals Is it culture day? Love it. I'm telling you graf culture in the study
8447,@deejaychips i havent laid my verse yet...
19349,Is upset that he didn't get his 24 fix tonight
20546,morning! just got my coffee
4515,"@lowkeyriez nnnaaa uhhhh playah! shawty aint got nun, maybe it was ur phone or mines  but I wanted to hit me up when u left the studio"
16622,@jillvee Sounds great ... wish i had the $ do buy some!
19713,i've become one of those pathetic girls that feel lonely without their boyfriends hahaha i miss josey already!!
18063,is missing her best friend..... and i only saw them this afternoon  How sad am I!!!!
28765,@PrinceSammie OMG its working
33035,Happy 11th  I'm going to sleep now lolz
2263,"E docs are getting younger these days.can u guess where am i??yup, NUH!! paying my ear doc a visit. Ouch!!"
5943,im tweeting... this is so hard... i dont get it...
17142,sitting at home being bored.......
806,farrrrr . pdhpe assignment due next week and have english homework !
25864,"@AddictedToJones lol, of course i'm right, i'm ALWAYS right, didn't @ElieBel tell you???"
1661,Arghhh So annoyed-yet again gone 2 starbucks &amp; given skimmed milk instead of soy milk!! I can't have milk so hav 2 throw away! Expensive
34005,"@muumuse Thanks, Brad!  Looking forward to chatting with you too.. btw, like your new pix!"
39075,@frenchiep :  i know i*m late but i didn't had internet. so happy bithday to you and pierre!
31973,"Working on the store's Facebook group, getting ready to relax and play some 360. I'm thinking Mercenaries 2 tonight; Me likey explosions"
35069,@DawnRichard have an amazing time with your mommas tomorrow! Show them how much they mean to you  Whatever you do they will love it
1334,Wow slept in with no dolidh here to wake me up
16471,@karriereKay being sunburnt is horrible
1921,Just found out one of my ankles is swollen...eeks now it hurts
27939,@FOX19Sara Go girl!! Start your day out right...gotta love that!
6409,I hate hiccups
32629,Just thinking that it will all pay off in the end.
9924,"@mileycyrus aww if I could, I would...  GBY ;)"
17313,I hate being yelled and sworn at
14332,"mail came, still no inFAMOUS"
28709,"we went, we bought, we conquered! and we came back with the most delicious custard croissant"
28572,im on twitter mobile... confusin!!!! lol im knda slow
30662,@chaotic_barb I'm totally with ya.  I blocked the negative from my stream
29778,Sadness is a necessary evil in life; it gives us reason to remember and appreciate the things we lose
13292,@JJaneBB I didn't include that in my getaway music.  I fail.
26862,@ThisIsRobThomas Did you know its Star Wars Day today... May the 4th be with you!
38103,"going to head to bed now finally...goodnight! Hopefully my dreams will consist of ravishing things, such as: Zachary Quinto."
14090,Gees can this week get anymore horrible....now i cant go to spain
4467,Just took daughter to school. Still tired and still no voice. I know some people are happy!! LOL. Time to get ready for work
28898,Night of the cookers with my dad
16730,Well just left six flags. Didn't get to ride what i wanted to. Bummer.   maybe next time.
29991,@twtboxdj  Thanks Mr. DJ!
14066,"&quot;Your gonna miss this, Your gonna want this back, Your gonna wish these days hadn't gone by so fast&quot;  So true I already miss this year"
22905,@LovefromNaja Fresh change from hearing i write sins hey!!?? Not that theres anything wrong with that!
20494,Had a gr8 Sunday relaxing enjoying the beautiful weather. Good nite
9704,after 4 tries and 2 arms it was successful BUT now I look like a junkie
9229,@kimberMuffin
33840,Wishing all the Mama's out there a very Organic Happy Mother's Day
36663,"@alyssa905 Ooh, there you are, haha. Thanks, posted it!"
39743,"@btillo Hehe ! Thanks for your advice  I choose the shoes, only three of them, so hard !!!"
16493,@marshallochs i don't have texting.....
28752,05/30 - first session  yay me!
36558,What Darren on Linkedin? YES!   Just say your a twitter friend I NEVER IDK people! http://www.linkedin.com/in/darrenmonroe
5106,I was awoken by loud banging and it continues all day  Good thing I got an early rest last night!
2206,nothing
31627,Going to go kennel the dogs and then I am going to watch Goblet of Fire
23364,"@DrRus @BruceBrownNC Good morning, gents!  How are ya today?"
6977,Had the hottest and stressiest day at work  f the area manager. So happy to be going home!
31636,now accepting maid applications.  would be nice if you'd start first thing tomorrow - would make a wonderful Mother's Day present!
3251,"So I played this game , yeahhhhh I lost  I'm inlove ughh....really cause I'm such a fool."
26579,@MikeThomson71 meetings are overrated.
4720,"Ahh, I forgot about the test today"
32984,@Boomstone Thanks and Cheers back at you.
14826,I wanna feel my chin
20269,I should sleep. I've got like 5-6 hours to sleep before work. Then I've got Tuesday- Thursday off... sweet
4244,arriving at itexa. Lots of mails to read and some work to do  thanks god weekend is just here
24995,@DylzWexford Perhaps they see it as the twitter version of pulling someone's pigtails? Let me know if that works out for you.
25956,Looks like I got a new job
924,"@allysonalfonso haha, its under 18 :@ so ive got no one to go with  curse none of my friends liking TAI lol"
10185,going to work once again. what a great few days off i had. now it's over  but atleast i get 2 more commin up wahooooooo
8076,has new headphones but no mp3 player yet  http://plurk.com/p/x258n
39807,omg.. srry guys i'm not 2 focused this morning but.. some ppl have been askin questions bout me on direct msg's n such so ima answer them
27136,"@elegyofhope haha you didnt see my macbook or my 24'' imac in that pic, so feel extra jealous lolll"
2106,i wanna go out
21377,@garretjiroux tnx for the repLy on myspace...
28437,"@juliannebritton Ohhh, i really want to see Coraline, it seems really good"
39850,is freaking exhausted...need to go to bed....gotta get up early YUCK....HAPPY MOTHER'S DAY TO ALL YOU MOMMIES OUT THERE
36888,made a new youtube background in photoshop!  http://bit.ly/AWwzn thanks to @householdhacker
31299,Dad just gave me his old BlackBerry. Not that old... But it doesn't even have a scroll ball. I want that Bold.
18473,"Well, I made the list look better, but I can't do anything about the number pictures, since I already closed that tab."
27580,"@JBCP Separate desks, computers, and sides of the room with short dividers...but, we're thinking we need them to extend to the ceiling"
38306,"@Tory_x hah, well at least we are not saying; tory is a fatty watty"
27782,@Wossy those splinters look very painful...but you were being very heroic saving mr. Pickle
38766,"Hope all the mums out there had a wonderful day    my kids know me, I got a game for my DS and weights for my wii fit... woo hooo"
37230,some of my new followers are pretty cool peeps; check 'em out.
6931,Geocaching.com seems to have a huge delay delivering Pocket Queries
38732,Has finally found her new flat.
8365,@nick_carter The video is private.
31255,Writing this post on my new iPod Touch!
29453,Waiting the next release
26830,@pativalen im going to have to  i hardly ever travel!
19271,@JamaicaPanama im missin out on all the fun aww  *cryin* lol
21692,gonna have a lazy day today
14757,Been working so hard - its a drag not having time to tweet.!
788,@janesas_mommy oh  well i hope she gets better
35494,Ian is waiting for a very important pic
14148,great cant eve locate my phone! there goes 200 down the drain
34770,@swamwine Yeah! Thanks! I'll be back in soon to see what ya got!
19642,I WILL CRY!!!!!!!!    I can't believe that I lost the chat!!!
20070,@DavidArchie want to hear something funny? I'm yours is on the radio right now!
1017,@mrskutcher just checked library website and girl with dragon tattoo is checked out
33504,is excited for tonight's party of ron  http://plurk.com/p/sujth
12454,@TeeRibbzz ok Mr. Man help me out with some followers.....  PLEASEEEEEEEE
32563,"@ScottATaylor Well, there is THAT..."
19599,So lost  on my owm tryinh to find matter in the o2
