,content_mod
8762, not available in my area  i would too   
8777,  that is actually a better name than fluffballthegodzilla (my youtube username).  ive been beaten   
2269," your pic didn't show up for me  boo!!!! all the other pics on that site show up, but not yours   "
3491, count yourself lucky i was gonna say the other word instead...and rsvp...sorry i cant come to ur birthday...day?   
18019,*moment of silence* for the budget i'm bout to b on  i spend wayyy to much $$$.... omg! i'm on a budget?!?!   
16038,aww chamber callbacks... soo emotional   
3636, zombie wrangler sounds like fun. i don't have halo wars.   
28731," i be ok, you?   "
38298," thank you.  usually the learning happens after i get a little rest and review my notes.  which reminds me, i'd better get some rest   "
9245,so fuckin tired. didn't get home till 5:30. work at bjs at 12:15   
21869,"tired, but glad its a bank holiday   "
22211,enjoying my new car   
29014,home in carlsbad with the whole family for mother's day!   
20534,yeah so prom night is now the craft (good movie)   
15093,i cant find my keys   
22540, not a prob hun   
1841,missin my bro..   
37571,"my first ruby app, let's see how far i get  #pww   "
29986,my tweet is on cheaptweet.  you wanna vote for me     
39696, so's the smell of cigarettes and alcohol... at least *i * like it.   
3920,"  got a limit sell  .94 for even pretty much, cover commissions. didn't like my entry on this one   "
29179, .. did you have to bust a cap? tell me you had to bust a cap for jesus!   
24326,off to class .... longggg day   
23784, i did ! that was amaziiiing    i was able to see the whole stage and to dance and sing etc ! that was really great   
20875, he's been doing my makeup for years... long before tyra stole him away from us.   
1209,wth is happening with my neck. this is definitely not stiff neck :|   
27097, this my new more private acc. will only use it for close twitter friends   
4286,i want a dog...   
4022," of course! *cough* i mean, no, 1.5 hours extra testing and debugging time   "
5362,there's something about this area that makes my tonsils swell up everyday. i don't get it..  i feel slightly miserable. #ff done 4 now!!   
20910,lol  check this video out -- new minute maid commercial    
18799,noone wants to talk to me  lol   
12844,well off the clock twitter friends. sidenote: i hate commuting in heavy rain   
4487,might have to go back much earlier than expected. bye bye bay area   
21651,going to have dinner. bbs   
6151,  not pimm's in a can?   
123," he died.  wait, what about magic jack? i just read it.   "
33019," happy mother's day, kadi!!   "
13958,sorry everybody! apparently twitter isn't sending me my updates.   
19248,"ok, twitter doesnt like me   i must be really dumb...how do i send a msg?   "
9827,i will never eat broadway pizza again.. feelin ill.   
36797, i'm now a member of the street!!   
16786,"5 mins, till the end of follow me friday   "
25210," its 5:30 in the evening, sunset time   "
25667,computers are a great distraction-but sometimes you should be exercising to getting your chores done instead.   
10038,had lunch at a japanese sushi restaurant & i ordered in japanese as i usually do in sushi places. cambodian waitress didn't have a clue   
28567,there we go... apparently i wasn't properly setting the datetime from a twitter response before.  need a test for that!   
8566,hi ho its off to work i go again   
13390,burned my pinky.  great way to start my weekend thats gonna suck anyway.   
26311," sounds like fun... i think?! lol! i naughty, should be ironing and watching nk porn on youtube instead! lmao!   "
9250, and if i lived in usa i would gotto 2 go to  106 park ma aunty lives in nyc the bronx grrr   
29151,nyappy mother's day to your mom's.   
14082,sam and sean are teasing me saying they are gonna get wings without me   
12962,my tattoo is ticklish   
494,fuckin'm transtelecom   
39978," bloody feds, they lost last statement and r hounding me for another one. i dodged them one last week   "
25726, thank you   
31375,watching  on snl   
38340,went to church with  t'was different lol   
20396, it's driving you insane? really? it's sterling knight playing chad dylan cooper on sonny with a chance   
11958,is sad when people's phones are dead   
18058,i burneded my tummy   
23380,  - mmm yummy... looks like an invitation to me   
2056," yeh i suppose, but its not the same you know? to me henry isn't really a gunner any more   "
29215, you guys are moving to la?! why so far? but we shall make a castle before you leave!   
24944,finished with mtml assignment  but didn't like it at all. feels like i missed lotsa points but the word limit is 2500. hmmpph!   
77,"  dude, that is my favorite sandwich place ever. ummm did you take pictures?   "
5267,wants to go home with the seniors   
29511,"it's a peter & gordon morning  -> and i, go to pieces and i wanna hide / go to pieces and i almost die / ever... ?    "
25538, congratulations i am heart hacker not a computer hacker   
16009, guess i missed out on more than beer and a good time   
26490," sounds good, the one i was too was also fun   "
17404," unfortunately, no.   "
22844, hey talinda  how tyler slept this night? my nephew is now 4 yrs old and he stopped naps from age 3   
18672,going away party at ambers  road trip tomorrow!   
20902,i'm writing from my blackberry now.   
27098,just jailbroke david's iphone in computer programming.   
24469,i'm still pumped from the concert saturday. 17/7/09 here i come   
19247,well its hot as heck right now   
34915, not yet. im still loading it.  have you?   
26842,  did you ladies see ghost of girlfriends past? i really liked it! & would totally see it again if  u haven't   
27764, ok sounds goood to me  hehe   
39395, try direct message to me here on twitter   
31407,has decided not to go to uni today!     
915," oh, i know how budgeting is.   "
22203, yay! what are your plans for today? i'm seeing you wednesday and thursday   
15118, hope your enjoying the money..it's looking real good to me right now   
34901, that's the plan   
13293, butbutbuttt he replied to you loads   
20313,badminton marathon tonight!  please cooperate feet!   
37212, when u gonna come show minnesota some love though hun?!   
32084,"although wolverine wasn't a great movie, i don't think it was as bad as everyone is saying...& at least taylor kitsch was in it   "
5978,am about to sell my medieval trading pavillion... v sad   
21105,im off for a bit...tweeet yall later   
759, becuz you braggin   
14473, omg same here! they hurt so much   
24372, have a fantastic time in paradise and drink a few margeritas for me   
38762, oii oiii  hope the run goes/went well (whenever you get this message!) love youuuuu ?   
13771," gaaaaaaasp i didn't know it will be the final one!!  sad, i've been reading those books for years   "
13756, i want a marty mcflyy t-shirt.   
20654, did you drink too much? the best cure is a fry up   
34865, as to sleeping with whom ? you have your rocking sheets  i hope the smoothness is endulging can't wait for my blankets)   
15036,i think my modem failed-having pc withdrawals..   
21163, i think is the parent trap & high school musical!!   
30364, nice idea for a m-i-l gift. did you crochet it? good idea about looking online.  there are youtube videos showing lefty crochet.   
23744,is feeling surprisingly fresh after a 12hr bender   
4937, oh my gosh ian i always miss you when your on   
37239, you say the nicest things.   
37926, rofl! we aren't wearing dark grungy though! i asked bradie if it was ok he said yess   
14933,"ugh. i hate bad grades. 1st time i've ever failed a class and no as- b, b, d, w, i, i! not like me at all   "
4798,"my leg broke, now i am waiting untile i can go again   "
10569,"just eaten, and feel extremely bloated...  now for the not so fun part.   "
